% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=682949, Tue Apr 21 22:01:56 2015
135 1215 3.60767932685 23.2174952133 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
136 1224 3.68783231472 23.2185396851 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
137 1233 3.79244869548 24.1646982153 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
138 1242 3.75805661898 22.5748268633 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
139 1251 4.15917185264 22.2731698278 -10.0 -9.5000000000000000e+00 -8.0 -7.5   
140 1260 3.78358972062 26.482039592 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
141 1269 3.95709555589 26.630526013 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
142 1278 4.31096336121 25.7767995073 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
143 1287 4.08118988255 25.7721186431 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
144 1296 4.81537817153 26.5751942894 -10.0 -8.5000000000000000e+00 -7.5 -7.5   
145 1305 5.00778745166 28.1196381722 -10.0 -8.5000000000000000e+00 -8.5 -6.5   
146 1314 4.72470379756 29.9615090303 -10.0 -9.0000000000000000e+00 -8.5 -8.0   
147 1323 4.62962889207 31.2783436917 -10.0 -8.5000000000000000e+00 -8.0 -6.5   
148 1332 4.14653263815 32.5203070363 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
149 1341 3.65018725452 33.4865207535 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
150 1350 3.21815188112 33.2429374443 -10.0 -8.5000000000000000e+00 -8.5 -7.5   
151 1359 3.68125188009 33.9879373197 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
152 1368 3.98046679106 36.5498562944 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
153 1377 4.1956423213 41.145256649 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
154 1386 4.73510980444 37.6553052756 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
155 1395 4.52935411627 37.1463878111 -10.0 -8.5000000000000000e+00 -8.5 -7.5   
156 1404 4.22057230203 37.6690619937 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
157 1413 4.6305713753 39.4243037352 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
158 1422 4.62967227157 37.3339998059 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
159 1431 5.17032912477 36.7761274572 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
160 1440 5.64810578489 36.5829852188 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
161 1449 5.42385459945 35.5945423185 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
162 1458 6.10506570667 35.7057819345 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
163 1467 7.00685575596 37.6289050273 -10.0 -9.0000000000000000e+00 -8.0 -8.0   
164 1476 7.42433468051 37.6331142631 -10.0 -8.0000000000000000e+00 -7.5 -7.0   
165 1485 7.44297344288 36.8384905091 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
166 1494 7.52596558467 39.4556611254 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
167 1503 7.36531077965 35.2632025495 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
168 1512 7.43024615682 37.1053512112 -10.0 -9.0000000000000000e+00 -8.5 -8.0   
169 1521 7.22038937309 34.3467375298 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
170 1530 8.10310301793 34.2198466295 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
171 1539 8.91980743626 34.8371566665 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
172 1548 8.8466055806 38.796403656 -10.0 -9.0000000000000000e+00 -8.0 -8.0   
173 1557 9.71130791154 42.4408030067 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
174 1566 10.2807674653 45.1139524064 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
175 1575 11.4638180365 45.6733225243 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
176 1584 11.3856358734 45.1632994239 -10.0 -9.5000000000000000e+00 -8.0 -7.5   
177 1593 11.1559994936 47.7028480827 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
178 1602 10.8182322991 46.7941487945 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
179 1611 10.6391543708 44.3764942852 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
180 1620 10.6110776831 45.8042821961 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
181 1629 11.8518542052 47.7907959428 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
182 1638 12.17191138 51.0193344207 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
183 1647 12.1869213606 52.5739676237 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
184 1656 13.2501367761 53.8232241509 -10.0 -9.0000000000000000e+00 -8.5 -7.0   
185 1665 11.9892943151 52.1442229172 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
186 1674 12.492726565 51.9669608067 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
187 1683 13.5433271915 54.8330193216 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
188 1692 12.211464743 53.4079592674 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
189 1701 11.3867397879 51.5524143647 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
190 1710 10.1754705408 52.0171227948 -10.0 -8.5000000000000000e+00 -8.0 -7.5   
191 1719 8.89850641332 52.002940257 -10.0 -9.0000000000000000e+00 -8.0 -8.0   
192 1728 8.26503487696 55.6754928745 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
193 1737 8.46252853307 53.7581380687 -10.0 -9.5000000000000000e+00 -8.0 -7.0   
194 1746 7.83058561604 50.7496171416 -10.0 -9.0000000000000000e+00 -8.5 -7.5   
195 1755 7.83029801645 51.7077104303 -10.0 -9.0000000000000000e+00 -8.0 -7.5   
196 1764 7.31386316886 49.7828652154 -10.0 -9.5000000000000000e+00 -8.0 -7.0   
197 1773 7.30628560765 49.604280172 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
198 1782 7.44133633129 49.838393997 -10.0 -9.0000000000000000e+00 -8.0 -7.0   
199 1791 7.30980464315 51.3017365525 -10.0 -8.5000000000000000e+00 -8.0 -7.0   
200 1800 7.73273394796 51.7012382251 -10.0 -8.5000000000000000e+00 -8.5 -7.0   
